business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
cOqd9ou3uf-1k3OWFo-_CQ,Poke Heaven,4747 S Maryland Pkwy,Las Vegas,NV,89119,36.1041615385,-115.1376310519,5.0,184,1,"{'Caters': 'False', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'WheelchairAccessible': 'True', 'BikeParking': 'True'}","Korean, Poke, Food, Asian Fusion, Japanese, Restaurants, Hawaiian","{'Monday': '0:0-0:0', 'Tuesday': '10:30-21:0', 'Wednesday': '10:30-21:0', 'Thursday': '10:30-21:0', 'Friday': '10:30-21:0', 'Saturday': '11:0-20:0'}"
qJ18IGaDsQtzJ6v2UzkdcQ,New Grand China,"8450 Farm Rd, Ste 150",Las Vegas,NV,89131,36.3004797,-115.2812218,3.5,154,1,"{'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'Caters': 'True', 'RestaurantsGoodForGroups': 'True', 'WiFi': ""'no'"", 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'True', 'HasTV': 'False', 'GoodForKids': 'True', 'BikeParking': 'True', 'NoiseLevel': ""'quiet'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""'beer_and_wine'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': None, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}""}","Chinese, Restaurants","{'Monday': '11:0-21:30', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:30'}"
BsRtmIZyxDLsZ7227FYvOQ,Graffiti Bao,"7355 S Buffalo Dr, Ste 1",Las Vegas,NV,89113,36.0543527852,-115.2620967491,4.0,125,1,"{'HasTV': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'DogsAllowed': 'False', 'WiFi': ""u'no'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsDelivery': 'True', 'WheelchairAccessible': 'True', 'BikeParking': 'False', 'Alcohol': ""u'none'"", 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '2', 'Caters': 'True', 'RestaurantsTakeOut': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsTableService': 'False', 'RestaurantsReservations': 'False', 'OutdoorSeating': 'True', 'BusinessAcceptsBitcoin': 'False'}","Restaurants, Dim Sum, Noodles, Chinese","{'Monday': '0:0-0:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}"
gc_GGat7TgNCmrgc4nVOgw,Crush,3799 Las Vegas Blvd S,Las Vegas,NV,89109,36.1028961488,-115.1701993796,3.5,294,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'False', 'GoodForKids': 'False', 'Alcohol': ""u'full_bar'"", 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'no'"", 'RestaurantsReservations': 'True', 'Caters': 'False', 'RestaurantsTakeOut': 'False', 'BikeParking': 'False', 'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '3', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'HasTV': 'True', 'GoodForDancing': 'False', 'OutdoorSeating': 'False', 'HappyHour': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsTableService': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'CoatCheck': 'False', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': False}"", 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': None, 'valet': False}""}","Nightlife, Lounges, Restaurants, Tapas Bars, Bars, American (New)","{'Monday': '17:30-22:0', 'Tuesday': '17:30-22:0', 'Wednesday': '17:30-22:0', 'Thursday': '17:30-22:0', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0', 'Sunday': '17:0-22:0'}"
J5ylw6DXGmQ6hM06Ne3XHw,The Phoenix Bar & Lounge,4213 W Sahara Ave,Las Vegas,NV,89102,36.1439891,-115.1976095,4.0,148,1,"{'HasTV': 'True', 'DogsAllowed': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'WheelchairAccessible': 'True', 'BikeParking': 'True', 'CoatCheck': 'False', 'HappyHour': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'Smoking': ""u'yes'"", 'OutdoorSeating': 'True', 'Alcohol': ""u'full_bar'"", 'WiFi': ""'free'"", 'RestaurantsGoodForGroups': 'True', 'GoodForDancing': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'ByAppointmentOnly': 'False', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}"", 'NoiseLevel': ""u'loud'"", 'RestaurantsReservations': 'False', 'Music': ""{'dj': True, 'background_music': False, 'no_music': False, 'jukebox': None, 'live': False, 'video': False, 'karaoke': None}"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'None', 'RestaurantsDelivery': 'None'}","Nightlife, Karaoke, Restaurants, Bars, Gay Bars, Lounges, American (New)","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
AfVp8ozD_4maZMos6AC2cQ,District: Donuts. Sliders. Brew,"3708 Las Vegas Blvd S, Fl 2, The Blvd Tower",Las Vegas,NV,89109,36.1099462,-115.1753911,4.0,282,1,"{'GoodForKids': 'True', 'HasTV': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTableService': 'False', 'HappyHour': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'Ambience': ""{'touristy': True, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'WiFi': ""u'free'"", 'DogsAllowed': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsReservations': 'False', 'Caters': 'False', 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Food, Comfort Food, Coffee & Tea, Restaurants, Donuts","{'Monday': '6:0-22:0', 'Tuesday': '6:0-22:0', 'Wednesday': '6:0-22:0', 'Thursday': '6:0-22:0', 'Friday': '6:0-0:0', 'Saturday': '6:0-0:0', 'Sunday': '6:0-22:0'}"
rx1AEnleVRWMNz6vB-YhfQ,China One,921 S Rainbow Blvd,Las Vegas,NV,89145,36.1610225,-115.2453827,3.5,135,1,"{'BikeParking': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'NoiseLevel': ""'average'"", 'Alcohol': ""u'none'"", 'Caters': 'True', 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""'no'"", 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'True'}","Restaurants, Chinese, Food","{'Monday': '11:0-21:30', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:30'}"
bG8OeTrW5T7pRaDgKKUNAQ,Wolfgang Puck Express,5757 Wayne Newton Blvd,Las Vegas,NV,89111,36.0823913954,-115.1361060579,2.5,102,1,"{'OutdoorSeating': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsPriceRange2': '2', 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'False', 'HasTV': 'True', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'Caters': 'False', 'Alcohol': ""u'full_bar'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'False', 'WiFi': ""u'free'"", 'BikeParking': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': None, 'valet': False}""}","Pizza, Sandwiches, American (New), Restaurants","{'Monday': '7:0-15:0', 'Tuesday': '7:0-15:0', 'Wednesday': '7:0-15:0', 'Thursday': '7:0-15:0', 'Friday': '7:0-15:0', 'Saturday': '7:0-15:0', 'Sunday': '7:0-15:0'}"
mfQfNIb3TYeBSxsN1WD8eA,McDonald's,6990 S Rainbow Rd,Las Vegas,NV,89118,36.0617722737,-115.241922657,3.0,114,1,"{'HasTV': 'True', 'NoiseLevel': ""'average'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'Alcohol': ""u'none'"", 'WiFi': ""'free'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'Caters': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False', 'OutdoorSeating': 'True', 'BikeParking': 'True', 'RestaurantsDelivery': 'True', 'GoodForMeal': ""{'dessert': True, 'latenight': True, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': True}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'DriveThru': 'True', 'DogsAllowed': 'False'}","Fast Food, Coffee & Tea, Restaurants, Food, Burgers","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
Xs5MqC7-g0vc4nmWDtRZoQ,Northside Nathan's Pizza,"7531 W Lake Mead Blvd, Ste 300",Las Vegas,NV,89128,36.1956283,-115.2582446,4.0,290,1,"{'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'Alcohol': ""u'beer_and_wine'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'HasTV': 'True', 'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'WiFi': ""u'free'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsDelivery': 'True', 'HappyHour': 'False', 'DogsAllowed': 'False'}","Restaurants, Pizza, Italian, Sandwiches","{'Monday': '0:0-0:0', 'Tuesday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-22:0', 'Saturday': '10:30-22:0', 'Sunday': '11:0-21:0'}"
